"type","density","pressure","velocity:0","velocity:1","velocity:2","domain","Points:0","Points:1","Points:2"
1,1013,44859,-0.25487,0,-18.224,0,0.1053,0.00425,0.3211
1,1011.7,40426,0.1039,0,-15.355,0,0.13299,0.00425,0.058514
1,1011.1,38502,-0.32516,0,-13.392,0,0.14552,0.00425,0.056304
1,1007.5,25081,0.13492,0,-16.353,0,0.12626,0.00425,0.29424
1,1012.6,43644,0.21049,0,-15.314,0,0.13292,0.00425,0.18913
1,1020.6,73294,0.037097,0,-11.289,0,0.15704,0.00425,0.20536
1,1013.9,48235,0.25441,0,-18.317,0,0.10226,0.00425,0.22405
1,1023.4,83386,0.59167,0,-12.916,0,0.15314,0.00425,0.39492
1,1016.7,58452,-0.094872,0,-18.613,0,0.081577,0.00425,0.28982
1,1014.6,50796,0.042575,0,-17.042,0,0.10977,0.00425,0.14997
1,1018.1,63411,0.26285,0,-18.449,0,0.089288,0.00425,0.12803
1,1010.4,35672,-0.0061994,0,-16.966,0,0.12233,0.00425,0.24174
0,1000,3.2672,0,0,0,0,0.19125,0.00425,0.02125
0,1000,3.2672,0,0,0,0,0.19125,0.00425,0.87975
1,1012,41214,-0.6063,0,-18.212,0,0.10234,0.00425,0.12178
0,1000,3.5054,0,0,0,0,0.19125,0.00425,0.13175
0,1006,20360,0,0,0,0,0.18275,0.00425,0.02125
0,1006,20360,0,0,0,0,0.18275,0.00425,0.87975
0,1002.4,8036.6,0,0,0,0,0.18275,0.00425,0.14025
0,1021.5,76033,0,0,0,0,0.17425,0.00425,0.00425
0,1021.5,76033,0,0,0,0,0.17425,0.00425,0.86275
1,1012.8,44337,-0.017176,0,-18.515,0,0.097038,0.00425,0.19165
1,1009.3,31930,0.42044,0,-15.338,0,0.13233,0.00425,0.31608
1,1009,30620,0.053694,0,-18.705,0,0.072227,0.00425,0.23043
1,1015.8,55349,-0.18351,0,-13.441,0,0.15025,0.00425,0.3462
1,1012.2,42251,-0.043831,0,-18.585,0,0.07763,0.00425,0.27791
1,1006.6,22586,0.38695,0,-14.071,0,0.14162,0.00425,0.14615
1,1020.5,72448,-0.32578,0,-17.85,0,0.07658,0.00425,0.18735
1,1012.1,41902,-0.067003,0,-18.37,0,0.10753,0.00425,0.32789
1,1010.1,34440,-0.048035,0,-16.177,0,0.12569,0.00425,0.14762
1,1008.1,27371,0.56768,0,-10.998,0,0.16215,0.00425,0.25253
1,1016.1,56018,0.1856,0,-11.422,0,0.15449,0.00425,0.38881
1,1011.8,40741,0.24514,0,-18.551,0,0.10008,0.00425,0.072018
1,1009.5,33124,-0.51385,0,-17.519,0,0.11294,0.00425,0.19527
1,1007.2,24853,0.84414,0,-14.435,0,0.14011,0.00425,0.67558
1,1002.8,9044.6,0.35837,0,-10.106,0,0.16034,0.00425,0.046554
1,1013.5,46858,-0.18445,0,-18.406,0,0.089621,0.00425,0.38571
1,1016.3,57175,0.22617,0,-16.339,0,0.12293,0.00425,0.044432
0,1000,5.0502,0,0,0,0,0.19125,0.00425,0.42075
1,1006.9,23688,0.094365,0,-19.247,0,0.085933,0.00425,0.66308
1,1017.9,62849,-0.23574,0,-17.59,0,0.10721,0.00425,0.20627
1,1014.7,50998,0.47513,0,-10.772,0,0.15907,0.00425,0.0086139
1,1014.7,50998,0.47513,0,-10.772,0,0.15907,0.00425,0.86711
1,1012.9,44365,0.42192,0,-18.666,0,0.07385,0.00425,0.056177
1,1018.6,65521,0.044199,0,-16.332,0,0.12412,0.00425,0.26305
0,1025.4,91665,0,0,0,0,0.17425,0.00425,0.08925
1,1014.6,50789,-0.19196,0,-18.59,0,0.087572,0.00425,0.29454
1,997.25,-9018.8,0.0040068,0,-10.453,0,0.16141,0.00425,0.21273
1,1018.2,63815,0.51112,0,-11.787,0,0.15494,0.00425,0.21971
1,1003,9871.3,0.74563,0,-12.462,0,0.14383,0.00425,0.092213
0,1000,3.9449,0,0,0,0,0.19125,0.00425,0.34425
1,1013,45356,-0.0042498,0,-16.739,0,0.1245,0.00425,0.28386
1,1013.6,47114,-0.18185,0,-18.65,0,0.098838,0.00425,0.26933
1,1012,41910,-0.15934,0,-13.435,0,0.14425,0.00425,0.35332
0,1004.1,13885,0,0,0,0,0.18275,0.00425,0.09775
1,1010.8,37332,0.4105,0,-14.58,0,0.13656,0.00425,0.23347
1,1008.7,29936,-0.024367,0,-16.341,0,0.1232,0.00425,0.33844
1,1016.5,57506,0.26314,0,-12.385,0,0.14767,0.00425,0.040138
1,1006.1,20683,-0.77106,0,-10.753,0,0.15809,0.00425,0.68524
1,1010.9,37478,0.49044,0,-14,0,0.14193,0.00425,0.01863
1,1010.9,37478,0.49044,0,-14,0,0.14193,0.00425,0.87713
0,1003.9,13395,0,0,0,0,0.18275,0.00425,0.32725
1,1011.9,40889,0.12723,0,-18.197,0,0.10683,0.00425,0.39147
1,1015.6,54583,-0.13052,0,-18.397,0,0.096614,0.00425,0.2584
1,1017.8,62691,-0.085069,0,-18.483,0,0.084735,0.00425,0.083712
1,1009.8,33650,-0.30054,0,-18.029,0,0.063689,0.00425,0.38099
1,1021.3,75474,-0.063429,0,-14.42,0,0.13538,0.00425,0.28588
1,1018.5,64949,0.16667,0,-17.048,0,0.11755,0.00425,0.69004
1,1012.2,42243,-0.0081167,0,-10.895,0,0.16023,0.00425,0.4035
1,1007.1,24433,-0.09074,0,-18.993,0,0.093354,0.00425,0.32316
0,1003.7,12712,0,0,0,0,0.18275,0.00425,0.06375
1,1009.2,31505,-0.38513,0,-19.032,0,0.090282,0.00425,0.097794
1,1014,48772,0.55728,0,-17.611,0,0.11364,0.00425,0.042156
1,1016.1,56481,-0.74981,0,-14.302,0,0.14374,0.00425,0.32529
1,1014.2,49425,-0.17758,0,-17.559,0,0.11392,0.00425,0.25955
0,1000,3.5187,0,0,0,0,0.19125,0.00425,0.03825
0,1004.9,16496,0,0,0,0,0.18275,0.00425,0.05525
0,1003.3,11286,0,0,0,0,0.18275,0.00425,0.38675
1,1014.9,52368,0.22869,0,-16.976,0,0.1232,0.00425,0.67212
1,1018.9,66690,0.82922,0,-15.905,0,0.12192,0.00425,0.17389
1,1011.9,41267,0.12168,0,-16.693,0,0.11962,0.00425,0.1227
1,1017.2,60558,0.14742,0,-14.707,0,0.13609,0.00425,0.33341
1,1014.5,50764,-0.11359,0,-18.611,0,0.078334,0.00425,0.080441
1,1017.5,61516,0.31571,0,-15.99,0,0.12434,0.00425,0.2302
1,1014.5,50663,-0.036714,0,-18.432,0,0.096564,0.00425,0.11218
1,1006.5,22103,-0.2764,0,-14.335,0,0.13742,0.00425,0.14822
1,1010.5,35771,0.36525,0,-17.931,0,0.10875,0.00425,0.66312
1,1010.5,36406,-0.026668,0,-18.069,0,0.10567,0.00425,0.16681
1,1017.5,61299,0.050862,0,-14.405,0,0.13679,0.00425,0.1612
0,1030,1.0934e+05,0,0,0,0,0.17425,0.00425,0.05525
1,1015.1,52266,-0.1783,0,-18.602,0,0.085207,0.00425,0.254
1,1008.9,30559,0.12276,0,-18.537,0,0.071831,0.00425,0.38008
0,1022.1,78285,0,0,0,0,0.17425,0.00425,0.34425
0,1000,5.5144,0,0,0,0,0.19125,0.00425,0.11475
1,1007.3,24848,0.141,0,-15.928,0,0.13123,0.00425,0.03254
1,1014.2,49609,-0.16069,0,-18.445,0,0.07289,0.00425,0.24188
1,1009.3,31402,-0.39007,0,-17.014,0,0.11918,0.00425,0.093964
1,1015.2,53179,-0.6596,0,-15.207,0,0.13504,0.00425,0.69146
1,1008.1,27616,0.045847,0,-16.789,0,0.12437,0.00425,0.18921
1,1013.2,46233,-0.0087971,0,-18.715,0,0.084047,0.00425,0.32458
0,1000,3.4434,0,0,0,0,0.19125,0.00425,0.41225
1,1015,52386,-0.49785,0,-17.379,0,0.11337,0.00425,0.12158
1,1008.9,30745,-0.21289,0,-18.551,0,0.093791,0.00425,0.36825
1,1008.5,29199,0.2857,0,-11.072,0,0.16006,0.00425,0.1759
0,1025.5,92316,0,0,0,0,0.17425,0.00425,0.09775
1,1009.3,31416,0.45682,0,-18.096,0,0.10771,0.00425,0.2146
1,1013.8,47752,0.44643,0,-13.264,0,0.14472,0.00425,0.28596
1,1019.1,67331,0.14088,0,-16.663,0,0.11985,0.00425,0.2317
1,1011.1,38639,0.17376,0,-18.79,0,0.092799,0.00425,0.047191
1,1009.4,31755,-0.2652,0,-18.168,0,0.1102,0.00425,0.18336
0,1027,98012,0,0,0,0,0.17425,0.00425,0.32725
1,1011.4,39291,-0.05724,0,-18.638,0,0.073404,0.00425,0.20797
1,1019.1,67394,-1.1143,0,-11.48,0,0.15166,0.00425,0.10933
1,1010.6,36562,-0.57767,0,-14.031,0,0.14312,0.00425,0.40006
0,1000,2.7919,0,0,0,0,0.19125,0.00425,0.08075
1,1012.1,42005,-0.12723,0,-18.333,0,0.10061,0.00425,0.10737
1,1012,41557,-0.054753,0,-18.504,0,0.095997,0.00425,0.29757
0,1032.4,1.1944e+05,0,0,0,0,0.17425,0.00425,0.31875
1,1015.9,55566,-0.21279,0,-16.418,0,0.1252,0.00425,0.35461
1,1010.3,35412,0.056842,0,-18.826,0,0.081313,0.00425,0.0033565
1,1010.3,35412,0.056842,0,-18.826,0,0.081313,0.00425,0.86186
0,1022.4,80171,0,0,0,0,0.17425,0.00425,-0.00425
0,1022.4,80171,0,0,0,0,0.17425,0.00425,0.85425
1,1021.6,76796,0.16215,0,-18.238,0,0.077093,0.00425,0.15042
1,1009.6,33022,-0.70069,0,-17.808,0,0.10837,0.00425,0.12227
1,1013.4,46282,0.49693,0,-16.633,0,0.12309,0.00425,0.068702
1,1006.7,22894,0.36737,0,-14.599,0,0.13594,0.00425,0.33801
1,1011.6,39727,0.43313,0,-13.675,0,0.14596,0.00425,0.28103
1,1012.8,44624,0.24109,0,-10.604,0,0.16014,0.00425,0.20435
1,1012.4,43215,-0.29403,0,-18.551,0,0.092102,0.00425,0.37648
1,1010.6,35837,0.052797,0,-19.017,0,0.078933,0.00425,0.095519
1,1006.3,21651,-0.10624,0,-19.185,0,0.082558,0.00425,0.11222
1,1005.1,17342,-0.076279,0,-18.848,0,0.086797,0.00425,0.27402
1,1013.4,46605,0.17153,0,-11.18,0,0.15667,0.00425,0.6913
0,1000,2.2747,0,0,0,0,0.19125,0.00425,0.06375
1,1014.8,51681,-0.42601,0,-10.835,0,0.16011,0.00425,0.12624
1,1019.8,70372,-0.074633,0,-18.242,0,0.096374,0.00425,0.22293
1,1009,30626,0.035567,0,-19.102,0,0.078541,0.00425,0.063531
1,1014.2,49615,-0.48984,0,-14.826,0,0.13475,0.00425,0.13365
1,1009.7,32886,0.29943,0,-18.796,0,0.079105,0.00425,0.019295
1,1009.7,32886,0.29943,0,-18.796,0,0.079105,0.00425,0.8778
1,1020.6,73446,-0.21908,0,-18.397,0,0.077116,0.00425,0.18066
1,1009.4,32565,-0.41371,0,-16.586,0,0.12438,0.00425,0.33128
1,1010,34269,0.31788,0,-14.494,0,0.14266,0.00425,0.36896
0,1003.4,11656,0,0,0,0,0.18275,0.00425,0.10625
1,1001.1,3936.2,-0.13672,0,-10.129,0,0.16185,0.00425,0.022656
1,1001.1,3936.2,-0.13672,0,-10.129,0,0.16185,0.00425,0.88116
1,1002.4,8048.2,-0.60206,0,-15.025,0,0.13393,0.00425,0.078826
1,1013,45226,0.33258,0,-16.385,0,0.12391,0.00425,0.024323
1,1013,45226,0.33258,0,-16.385,0,0.12391,0.00425,0.88282
1,1007.5,25879,-0.45036,0,-18.197,0,0.10714,0.00425,0.19226
1,1013.2,45818,-0.091233,0,-17.315,0,0.11299,0.00425,0.17558
1,1012.7,43846,0.02695,0,-17.313,0,0.11781,0.00425,0.06731
0,1000,2.5326,0,0,0,0,0.19125,0.00425,0.35275
1,1001.6,5619.9,-0.15538,0,-14.742,0,0.13898,0.00425,0.19943
1,1011.3,39010,-0.27012,0,-13.77,0,0.14124,0.00425,0.12256
1,1018.6,65412,0.42302,0,-12.16,0,0.14947,0.00425,0.30841
1,1015.7,54620,-0.017759,0,-18.281,0,0.084733,0.00425,0.38204
0,1003.3,11091,0,0,0,0,0.18275,0.00425,0.00425
0,1003.3,11091,0,0,0,0,0.18275,0.00425,0.86275
1,1011.8,41241,0.061165,0,-16.902,0,0.1196,0.00425,0.034072
1,1027.9,1.0127e+05,0.51351,0,-12.23,0,0.15206,0.00425,0.016222
1,1027.9,1.0127e+05,0.51351,0,-12.23,0,0.15206,0.00425,0.87472
1,1013.3,46554,0.3426,0,-16.276,0,0.12195,0.00425,0.6795
1,1019,66948,-0.19155,0,-18.333,0,0.086547,0.00425,0.015969
1,1019,66948,-0.19155,0,-18.333,0,0.086547,0.00425,0.87447
0,1018.3,64359,0,0,0,0,0.17425,0.00425,0.14875
1,1011.3,39025,0.12405,0,-18.507,0,0.076901,0.00425,0.21941
1,1014.9,51704,-0.26251,0,-18.251,0,0.097435,0.00425,0.17338
1,1010.7,37093,0.12092,0,-15.303,0,0.13508,0.00425,0.68202
0,1025.6,93067,0,0,0,0,0.17425,0.00425,0.06375
1,1014.7,51320,-0.56299,0,-12.196,0,0.14848,0.00425,0.086346
1,1011.6,40132,-0.14033,0,-18.531,0,0.081697,0.00425,0.21177
0,1000,4.1514,0,0,0,0,0.19125,0.00425,0.14025
0,1005.2,17781,0,0,0,0,0.18275,0.00425,0.31875
1,1011.2,38717,0.40663,0,-10.267,0,0.15899,0.00425,0.11174
1,1000.5,1435.4,0.050249,0,-9.48,0,0.15938,0.00425,0.073044
1,1019.6,69013,-0.15192,0,-11.706,0,0.15967,0.00425,0.25568
1,1005,16919,-0.4106,0,-16.515,0,0.13049,0.00425,0.30194
1,1013.3,46094,0.14663,0,-14.411,0,0.14218,0.00425,0.22128
1,1007.5,25949,-0.27778,0,-16.325,0,0.1278,0.00425,0.16063
1,994.48,-18108,0.60133,0,-9.6308,0,0.1605,0.00425,0.24228
1,1018.6,65482,0.36485,0,-14.974,0,0.13655,0.00425,0.37889
0,1003.6,11990,0,0,0,0,0.18275,0.00425,0.08075
1,1006.4,21467,0.10216,0,-17.084,0,0.11794,0.00425,0.056865
0,1003.8,12787,0,0,0,0,0.18275,0.00425,-0.00425
0,1003.8,12787,0,0,0,0,0.18275,0.00425,0.85425
1,1014.6,50718,-0.25925,0,-17.344,0,0.11633,0.00425,0.0074783
1,1014.6,50718,-0.25925,0,-17.344,0,0.11633,0.00425,0.86598
1,1014.8,51625,0.23013,0,-15.307,0,0.13089,0.00425,0.040835
1,1013.1,45851,-0.076748,0,-17.921,0,0.11242,0.00425,0.67959
1,1014.7,51048,-0.014418,0,-16.277,0,0.12739,0.00425,0.20277
1,1007.5,25548,-0.43906,0,-14.451,0,0.14057,0.00425,0.078111
1,1016.6,58516,-0.47918,0,-18.689,0,0.075551,0.00425,0.67105
0,1003.5,11868,0,0,0,0,0.18275,0.00425,0.03825
1,1007.2,24164,0.52082,0,-19,0,0.074965,0.00425,0.097771
0,1021.2,75367,0,0,0,0,0.17425,0.00425,0.33575
0,1000,3.1484,0,0,0,0,0.19125,0.00425,0.02975
1,1015.2,52999,0.38634,0,-13.668,0,0.14121,0.00425,0.042464
1,1013.6,47405,-0.63396,0,-14.815,0,0.13857,0.00425,0.12762
1,1004.2,14003,-0.75528,0,-18.982,0,0.093167,0.00425,0.1459
1,1000.6,1928.8,-0.37034,0,-10.247,0,0.16143,0.00425,0.31618
1,1007.3,24929,-1.2414,0,-14.538,0,0.13874,0.00425,0.20433
1,1015.4,53929,0.2,0,-18.684,0,0.091618,0.00425,0.087026
1,1008,27447,-0.014488,0,-18.791,0,0.076764,0.00425,0.30297
1,1010.6,36416,-0.15866,0,-18.282,0,0.10431,0.00425,0.23467
1,1014.7,51315,-0.040983,0,-18.875,0,0.089279,0.00425,0.11423
1,1011.4,39449,-0.052915,0,-16.215,0,0.12866,0.00425,0.28235
1,1010.2,35154,0.15565,0,-18.859,0,0.089853,0.00425,0.17847
1,1009,30896,0.52636,0,-10.537,0,0.16039,0.00425,0.0092548
1,1009,30896,0.52636,0,-10.537,0,0.16039,0.00425,0.86775
1,1010,34262,0.26111,0,-18.023,0,0.10613,0.00425,0.085435
1,1017.2,60108,0.12085,0,-14.364,0,0.13551,0.00425,0.16661
1,1011.3,38492,-0.63397,0,-18.497,0,0.096602,0.00425,0.12691
1,1015.5,54363,-0.1321,0,-18.452,0,0.070558,0.00425,0.66349
1,1008.5,29054,-0.053537,0,-16.503,0,0.12324,0.00425,0.36848
0,1000,5.9541,0,0,0,0,0.19125,0.00425,0.10625
1,1008.8,30034,-1.2829,0,-10.686,0,0.16186,0.00425,0.22485
1,1011.6,40168,-0.067098,0,-18.811,0,0.07659,0.00425,0.68845
1,1007.6,26146,-0.88738,0,-13.65,0,0.14236,0.00425,0.031915
1,1015.6,54475,-0.37011,0,-18.344,0,0.074741,0.00425,0.3632
0,1027.3,98161,0,0,0,0,0.17425,0.00425,0.40375
1,1011.5,39749,0.20291,0,-17.96,0,0.061357,0.00425,0.52838
1,1010.3,35776,-0.23832,0,-17.698,0,0.11481,0.00425,0.51837
1,1009.8,33715,-0.20142,0,-13.113,0,0.14767,0.00425,0.66068
1,1007.5,25784,0.17345,0,-18.617,0,0.10305,0.00425,0.55641
1,1007.3,25179,0.081469,0,-18.113,0,0.057858,0.00425,0.4288
1,1012.8,44238,0.097268,0,-14.93,0,0.14034,0.00425,0.57243
1,1017.9,63152,0.26257,0,-17.182,0,0.11688,0.00425,0.4015
1,1015,52658,0.18274,0,-18.045,0,0.10783,0.00425,0.5936
1,1017,59837,0.31809,0,-10.552,0,0.15945,0.00425,0.49374
1,1013.3,46205,0.36259,0,-14.111,0,0.14635,0.00425,0.40763
1,1011.8,41061,-0.11797,0,-17.638,0,0.11676,0.00425,0.64874
1,1017,59442,-0.094752,0,-16.566,0,0.1213,0.00425,0.41068
1,1014.4,50203,-0.13445,0,-9.998,0,0.15998,0.00425,0.57087
1,1016.9,59162,0.6042,0,-18.304,0,0.10197,0.00425,0.63077
1,1018.4,64827,0.031859,0,-15.869,0,0.12478,0.00425,0.53244
1,1008.2,28307,0.11866,0,-18.72,0,0.0876,0.00425,0.40582
1,1012.8,44412,0.50165,0,-12.892,0,0.14746,0.00425,0.45714
1,1009.9,34003,-0.044236,0,-18.502,0,0.099796,0.00425,0.45001
1,1011.1,38357,0.09385,0,-18.656,0,0.083487,0.00425,0.40806
1,1017.4,60882,0.10869,0,-15.221,0,0.1325,0.00425,0.62856
1,1014.9,52183,0.30361,0,-18.124,0,0.10111,0.00425,0.53026
1,1012.2,42243,-0.03234,0,-17.881,0,0.058224,0.00425,0.55683
1,1006.2,21284,1.0263,0,-13.387,0,0.14664,0.00425,0.61232
1,1010.2,35182,0.21359,0,-14.612,0,0.14307,0.00425,0.57125
1,1010.7,36817,0.12537,0,-18.778,0,0.072217,0.00425,0.54723
1,1017.9,63215,0.12062,0,-13.044,0,0.14883,0.00425,0.51345
1,1008.9,30516,0.12442,0,-18.778,0,0.074164,0.00425,0.55359
1,1011.1,38511,0.64643,0,-18.756,0,0.098335,0.00425,0.64139
1,998.38,-5336.1,0.40134,0,-10.336,0,0.16144,0.00425,0.63809
1,1009,31056,0.36687,0,-17.798,0,0.11426,0.00425,0.61663
1,1010.3,35502,-0.031817,0,-16.338,0,0.12639,0.00425,0.46852
1,1007.5,25804,0.19511,0,-17.874,0,0.1123,0.00425,0.60852
1,1008.1,27388,-0.041128,0,-18.909,0,0.079735,0.00425,0.65323
1,1009.9,33640,0.69801,0,-10.972,0,0.15781,0.00425,0.65966
1,1006.7,22785,0.63173,0,-10.068,0,0.16026,0.00425,0.52058
1,1007.7,26759,-0.67186,0,-18.692,0,0.09332,0.00425,0.4873
1,1011.5,39806,0.21939,0,-18.61,0,0.069531,0.00425,0.65022
1,1011.3,38729,-0.11232,0,-17.571,0,0.058396,0.00425,0.475
1,1010.2,35259,0.18389,0,-15.073,0,0.13578,0.00425,0.44289
1,1005.9,20062,-0.03535,0,-10.307,0,0.16078,0.00425,0.596
1,1013.3,46384,-0.20166,0,-18.65,0,0.094395,0.00425,0.65882
1,1008.6,29735,-0.05118,0,-18.916,0,0.10066,0.00425,0.62487
1,1004.6,15706,0.6328,0,-17.019,0,0.121,0.00425,0.61451
1,1013.6,47405,-0.32412,0,-16.036,0,0.12963,0.00425,0.44906
1,1011.1,38097,0.43382,0,-10.563,0,0.16081,0.00425,0.48534
1,1007,23218,0.41818,0,-17.137,0,0.11671,0.00425,0.56946
1,1010.4,35586,-0.0039486,0,-17.759,0,0.11032,0.00425,0.5703
1,1015,52498,-0.035732,0,-17.924,0,0.06007,0.00425,0.53658
1,1000.1,385.75,-0.34133,0,-17.276,0,0.12363,0.00425,0.58234
1,1015.9,55990,0.28288,0,-18.264,0,0.072624,0.00425,0.40687
1,1015,52286,-0.0048921,0,-18.418,0,0.079438,0.00425,0.53909
1,1015.8,54698,0.20885,0,-18.306,0,0.10362,0.00425,0.54409
1,1015.4,53683,0.19977,0,-16.84,0,0.1193,0.00425,0.48595
1,1007.7,26292,-0.40721,0,-16.172,0,0.12636,0.00425,0.40832
1,1012.2,42301,0.58717,0,-10.564,0,0.15874,0.00425,0.44261
1,1011.6,40222,-0.32358,0,-18.793,0,0.083215,0.00425,0.63762
1,1011.8,40509,-0.13105,0,-15.916,0,0.12787,0.00425,0.50197
1,1004.9,16583,-0.079315,0,-18.661,0,0.1031,0.00425,0.52273
1,1012.3,42692,-0.25102,0,-16.454,0,0.12417,0.00425,0.45672
1,1000.8,2495.7,-0.40566,0,-18.206,0,0.11777,0.00425,0.64063
1,1006.6,22281,0.40989,0,-11.089,0,0.16009,0.00425,0.66597
1,1019.1,67696,0.17615,0,-17.532,0,0.05698,0.00425,0.44511
1,1013.7,47201,-0.20353,0,-10.784,0,0.1588,0.00425,0.62681
1,1009.6,32935,-0.38487,0,-18.832,0,0.071147,0.00425,0.62276
1,1011,37904,0.16112,0,-18.534,0,0.097494,0.00425,0.41113
1,1017.5,61401,0.067623,0,-18.077,0,0.07248,0.00425,0.41177
1,1002.8,9274.3,-0.25062,0,-9.9988,0,0.16008,0.00425,0.61635
1,1009.3,32154,-0.39634,0,-18.661,0,0.091178,0.00425,0.4903
1,1010.3,35236,-0.41712,0,-18.704,0,0.10345,0.00425,0.58055
1,1018.2,64202,0.096713,0,-17.41,0,0.11032,0.00425,0.43556
1,1007.8,26381,-0.13116,0,-16.991,0,0.12185,0.00425,0.41501
1,1012,41303,-0.13643,0,-18.848,0,0.079837,0.00425,0.64619
1,1014.4,49873,-0.37307,0,-13.789,0,0.14565,0.00425,0.59853
0,1019,66725,0,0,0,0,0.17425,0.00425,0.52275
1,1013.1,45428,-0.20801,0,-18.593,0,0.074445,0.00425,0.61491
1,1010.6,36547,-0.39722,0,-13.602,0,0.13981,0.00425,0.6529
0,1031.4,1.1525e+05,0,0,0,0,0.17425,0.00425,0.57375
1,1003.2,10802,0.14906,0,-18.439,0,0.063338,0.00425,0.46032
1,1015.6,54377,-0.13687,0,-17.835,0,0.059051,0.00425,0.56512
0,1033.9,1.2666e+05,0,0,0,0,0.17425,0.00425,0.46325
1,1009.6,32874,0.50552,0,-17.931,0,0.10943,0.00425,0.4852
1,1002.2,7424.5,0.81906,0,-10.189,0,0.16084,0.00425,0.4486
1,1008.2,28092,-0.30769,0,-14.046,0,0.14103,0.00425,0.43261
1,1015.2,53009,0.13469,0,-17.326,0,0.11423,0.00425,0.65375
1,1011.6,40046,0.17702,0,-17.771,0,0.10644,0.00425,0.46607
1,1014.4,50077,-0.20239,0,-18.476,0,0.087615,0.00425,0.42208
0,1000,6.296,0,0,0,0,0.19125,0.00425,0.45475
1,1012.6,43829,-0.0095883,0,-18.645,0,0.084692,0.00425,0.60093
1,1009.6,32776,0.073286,0,-18.539,0,0.10815,0.00425,0.64635
0,1000,4.9094,0,0,0,0,0.19125,0.00425,0.46325
1,1018.4,64937,0.38923,0,-17.631,0,0.062113,0.00425,0.44094
0,1025.5,91183,0,0,0,0,0.17425,0.00425,0.44625
1,1011.5,39930,0.13034,0,-10.186,0,0.15852,0.00425,0.47177
1,1014,48717,-0.32762,0,-10.27,0,0.15852,0.00425,0.46904
1,1018.3,64405,-0.10033,0,-18.383,0,0.084265,0.00425,0.47524
1,1012.6,43116,0.24042,0,-18.642,0,0.086337,0.00425,0.57471
1,1010.5,36183,-0.8143,0,-10.185,0,0.16226,0.00425,0.4595
0,1007.3,24967,0,0,0,0,0.18275,0.00425,0.45475
1,1012.6,43855,0.55344,0,-10.618,0,0.15984,0.00425,0.4848
1,1015.2,53056,-0.02937,0,-18.41,0,0.077027,0.00425,0.44077
1,1017.3,60724,0.18351,0,-16.823,0,0.12019,0.00425,0.55845
1,1017.4,61131,0.15367,0,-17.888,0,0.070534,0.00425,0.44265
1,1016.9,59179,-0.32582,0,-12.422,0,0.15059,0.00425,0.59754
1,1018.1,63930,0.23875,0,-17.681,0,0.10487,0.00425,0.49829
0,1000,5.0873,0,0,0,0,0.19125,0.00425,0.44625
1,1014.8,52300,0.23521,0,-17.064,0,0.11889,0.00425,0.52578
1,1011.9,41266,0.1474,0,-18.132,0,0.10972,0.00425,0.40003
1,998.49,-4995.3,-0.057494,0,-19.285,0,0.092044,0.00425,0.58811
1,1022.7,81208,0.51209,0,-11.698,0,0.15644,0.00425,0.60543
1,1009.8,33091,-0.32156,0,-18.29,0,0.10357,0.00425,0.51204
0,1023,82143,0,0,0,0,0.17425,0.00425,0.42925
1,1014.2,49804,0.12052,0,-18.879,0,0.09423,0.00425,0.56078
1,1008.5,29023,-0.41803,0,-13.41,0,0.1435,0.00425,0.48318
1,1012.7,44124,-0.3285,0,-17.668,0,0.10748,0.00425,0.47187
1,1018.4,64713,0.47288,0,-17.388,0,0.11294,0.00425,0.62672
1,1011,37919,0.54221,0,-16.404,0,0.12651,0.00425,0.51309
1,1009,31037,-0.039935,0,-18.596,0,0.10592,0.00425,0.61488
1,1013.2,45805,0.28552,0,-11.042,0,0.15994,0.00425,0.54004
1,1010,34220,-0.11775,0,-10.279,0,0.16143,0.00425,0.56611
1,1010.5,36280,0.29482,0,-10.154,0,0.1598,0.00425,0.60923
0,1003.9,13249,0,0,0,0,0.18275,0.00425,0.43775
1,1005,16943,-0.094056,0,-10.112,0,0.16157,0.00425,0.43378
0,1000,5.8698,0,0,0,0,0.19125,0.00425,0.43775
1,1010.5,35863,0.0088102,0,-15.243,0,0.12992,0.00425,0.56458
1,1011.5,39227,0.02624,0,-18.614,0,0.081416,0.00425,0.42098
1,1011.4,39318,0.055342,0,-11.005,0,0.15974,0.00425,0.56042
1,1010.7,36611,-0.47022,0,-18.622,0,0.080242,0.00425,0.45255
0,1003.1,10746,0,0,0,0,0.18275,0.00425,0.47175
1,1009.5,32287,-0.18622,0,-18.903,0,0.076364,0.00425,0.49568
1,1011.7,40293,-0.14317,0,-14.397,0,0.13749,0.00425,0.54291
1,1009.3,31569,-0.5079,0,-15.852,0,0.12966,0.00425,0.54702
1,1014.5,50338,0.11175,0,-18.394,0,0.091931,0.00425,0.60946
1,1007.9,26773,0.0656,0,-18.954,0,0.079962,0.00425,0.54818
1,1009.3,31672,0.10448,0,-18.678,0,0.093853,0.00425,0.40005
1,1010,34306,0.62342,0,-17.674,0,0.057085,0.00425,0.61608
1,1013.6,47270,-0.57676,0,-18.348,0,0.07347,0.00425,0.50076
1,1019.5,69223,0.11868,0,-14.983,0,0.13435,0.00425,0.65097
1,1008.9,30720,0.34361,0,-10.742,0,0.16071,0.00425,0.57971
1,1009.9,34111,0.046845,0,-18.371,0,0.063807,0.00425,0.55272
1,1024.1,86062,-0.044471,0,-11.124,0,0.15505,0.00425,0.63028
1,1016.4,57671,0.15971,0,-18.281,0,0.10169,0.00425,0.65981
